Crop,Province,District,Year,Area_000_Hectares,Area_Percent_Share,Production_000_Tons,Production_Percent_Share
Masoor,Kpk,Malakand,2022-23,0.48,3.6,0.41,5.5
Masoor,Kpk,Dir Lower,2021-22,0.76,7.2,0.43,8.1
Masoor,Kpk,Dir Lower,2022-23,0.56,4.1,0.32,4.2
Masoor,Kpk,Dir Upper,2021-22,0.57,5.4,0.25,4.6
Masoor,Kpk,Dir Upper,2022-23,0.48,3.6,0.21,2.8
Masoor,Unknown,Shangla,2021-22,0.00,0.0,0.00,0.0
Masoor,Unknown,Shangla,2022-23,0.00,0.0,0.00,0.0
Masoor,Unknown,Swat,2021-22,0.03,0.3,0.02,0.4
Masoor,Unknown,Swat,2022-23,0.02,0.1,0.02,0.2
Masoor,Unknown,Peshawar,2021-22,0.01,0.1,0.01,0.3
Masoor,Unknown,Peshawar,2022-23,0.01,0.1,0.01,0.1
Masoor,Unknown,Charsada,2021-22,0.00,0.0,0.00,0.0
Masoor,Unknown,Charsada,2022-23,0.00,0.0,0.00,0.0
Masoor,Unknown,Nowshera,2021-22,0.03,0.3,0.03,0.5
Masoor,Unknown,Nowshera,2022-23,0.02,0.2,0.01,0.2
Masoor,Unknown,Bajour,2021-22,2.98,28.2,0.98,18.3
Masoor,Unknown,Bajour,2022-23,2.89,21.6,1.01,13.5
Masoor,Unknown,Khyber,2021-22,0.19,1.8,0.10,1.8
Masoor,Unknown,Khyber,2022-23,0.18,1.3,0.10,1.4
Masoor,Unknown,Kurram,2021-22,0.00,0.0,0.00,0.0
Masoor,Unknown,Kurram,2022-23,0.00,0.0,0.00,0.0
Masoor,Unknown,Muhmand,2021-22,0.27,2.6,0.09,1.6
Masoor,Unknown,Muhmand,2022-23,0.26,2.0,0.09,1.3
Masoor,Unknown,N. Waziristan,2021-22,0.00,0.0,0.00,0.0
Masoor,Unknown,N. Waziristan,2022-23,0.00,0.0,0.00,0.0
Masoor,Unknown,S. Waziristan,2021-22,0.00,0.0,0.00,0.0
Masoor,Unknown,S. Waziristan,2022-23,0.00,0.0,0.00,0.0
Masoor,Unknown,Oriakzai,2021-22,0.30,2.9,0.14,2.6
Masoor,Unknown,Oriakzai,2022-23,0.30,2.2,0.14,1.9
Masoor,Unknown,SD Bannu,2021-22,0.00,0.0,0.00,0.0
Masoor,Unknown,SD Bannu,2022-23,0.00,0.0,0.00,0.0
Masoor,Unknown,SD D.I. Khan,2021-22,0.00,0.0,0.00,0.0
Masoor,Unknown,SD D.I. Khan,2022-23,0.00,0.0,0.00,0.0
Masoor,Unknown,SD Hassan Khel,2021-22,0.01,0.1,0.01,0.1
Masoor,Unknown,SD Hassan Khel,2022-23,0.05,0.4,0.03,0.3
Masoor,Unknown,SD Kohat,2021-22,0.05,0.5,0.03,0.5
Masoor,Unknown,SD Kohat,2022-23,0.01,0.1,0.01,0.1
Masoor,Unknown,Total,2021-22,10.550,,5.38,
Masoor,Unknown,Total,2022-23,13.37,,7.50,
Masoor,Balochistan,Quetta,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Quetta,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Pishin,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Pishin,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,K. Abdullah,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,K. Abdullah,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Chagai,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Chagai,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Nushki,2021-22,0.05,0.2,0.03,0.2
Masoor,Balochistan,Nushki,2022-23,0.05,0.0,0.03,0.0
Masoor,Balochistan,Loralai,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Loralai,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Musa Khail,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Musa Khail,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Barkhan,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Barkhan,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Zhob,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Zhob,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Sherani,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Sherani,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Killa Saifullah,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Killa Saifullah,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Sibi,2021-22,0.29,1.3,0.13,0.8
Masoor,Balochistan,Sibi,2022-23,6.81,5.8,3.07,4.2
Masoor,Balochistan,Harnai,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Harnai,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Ziarat,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Ziarat,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Kohlu,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Kohlu,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Dera Bughti,2021-22,1.39,6.1,0.82,5.1
Masoor,Balochistan,Dera Bughti,2022-23,3.87,3.3,2.44,3.4
Masoor,Balochistan,Nasirabad,2021-22,9.16,39.9,6.79,42.5
Masoor,Balochistan,Nasirabad,2022-23,57.62,48.7,41.06,56.8
Masoor,Balochistan,Jaffarabad,2021-22,6.85,29.9,5.27,33.0
Masoor,Balochistan,Jaffarabad,2022-23,11.41,9.6,8.79,12.2
Masoor,Balochistan,Kachhi,2021-22,2.15,9.4,1.10,6.9
Masoor,Balochistan,Kachhi,2022-23,24.45,20.7,10.45,14.4
Masoor,Balochistan,Bolan,2021-22,0.09,0.4,0.06,0.4
Masoor,Balochistan,Bolan,2022-23,0.09,0.1,0.06,0.1
Masoor,Balochistan,Jhal Magsi,2021-22,0.81,3.5,0.43,2.7
Masoor,Balochistan,Jhal Magsi,2022-23,11.81,10.0,5.05,7.0
Masoor,Balochistan,Kalat,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Kalat,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Mastung,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Mastung,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Khuzdar,2021-22,0.11,0.5,0.07,0.4
Masoor,Balochistan,Khuzdar,2022-23,0.11,0.1,0.06,0.1
Masoor,Balochistan,Awaran,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Awaran,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Kharan,2021-22,0.02,0.1,0.01,0.1
Masoor,Balochistan,Kharan,2022-23,0.02,0.0,0.01,0.0
Masoor,Balochistan,Washuk,2021-22,0.01,0.0,0.01,0.0
Masoor,Balochistan,Washuk,2022-23,0.01,0.0,0.01,0.0
Masoor,Balochistan,Lasbela,2021-22,2.02,8.8,1.27,8.0
Masoor,Balochistan,Lasbela,2022-23,2.08,1.8,1.31,1.8
Masoor,Balochistan,Turbat,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Turbat,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Panjgoor,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Panjgoor,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Gwadar,2021-22,0.00,0.0,0.00,0.0
Masoor,Balochistan,Gwadar,2022-23,0.00,0.0,0.00,0.0
Masoor,Balochistan,Total,2021-22,22.93,,16.00,
Masoor,Balochistan,Total,2022-23,118.32,,72.32,
Masoor,Punjab,Attock,2021-22,587,0,219,0
Masoor,Punjab,Attock,2022-23,610,0,566,0
Masoor,Punjab,Rawalpindi,2021-22,24,0,5,0
Masoor,Punjab,Rawalpindi,2022-23,26,0,18,0
Masoor,Punjab,Islamabad,2021-22,0,0,0,0
Masoor,Punjab,Islamabad,2022-23,0,0,0,0
Masoor,Punjab,Jhelum,2021-22,1052,1,255,0
Masoor,Punjab,Jhelum,2022-23,1097,0,612,0
Masoor,Punjab,Chakwal,2021-22,182,0,80,0
Masoor,Punjab,Chakwal,2022-23,162,0,112,0
Masoor,Punjab,Sargodha,2021-22,2413,1,1054,1
Masoor,Punjab,Sargodha,2022-23,1700,1,1008,1
Masoor,Punjab,Khushab,2021-22,72,0,21,0
Masoor,Punjab,Khushab,2022-23,81,0,48,0
Masoor,Punjab,Mianwali,2021-22,133,0,81,0
Masoor,Punjab,Mianwali,2022-23,252,0,197,0
Masoor,Punjab,Bhakkar,2021-22,630,0,380,0
Masoor,Punjab,Bhakkar,2022-23,1450,1,851,1
Masoor,Punjab,Faisalabad,2021-22,14085,8,8743,8
Masoor,Punjab,Faisalabad,2022-23,17959,7,11929,8
Masoor,Punjab,Toba Tek Singh,2021-22,6189,3,3909,3
Masoor,Punjab,Toba Tek Singh,2022-23,6326,3,3889,3
Masoor,Punjab,Jhang,2021-22,1062,1,569,0
Masoor,Punjab,Jhang,2022-23,2039,1,1024,1
Masoor,Punjab,Chiniot,2021-22,1372,1,792,1
Masoor,Punjab,Chiniot,2022-23,104,0,81,0
Masoor,Punjab,Gujrat,2021-22,37,0,15,0
Masoor,Punjab,Gujrat,2022-23,229,0,96,0
Masoor,Punjab,M.B. Din,2021-22,323,0,155,0
Masoor,Punjab,M.B. Din,2022-23,1570,1,512,0
Masoor,Punjab,Sialkot,2021-22,0,0,0,0
Masoor,Punjab,Sialkot,2022-23,148,0,78,0
Masoor,Punjab,Narowal,2021-22,70,0,29,0
Masoor,Punjab,Narowal,2022-23,52,0,21,0
Masoor,Punjab,Gujranwala,2021-22,0,0,0,0
Masoor,Punjab,Gujranwala,2022-23,0,0,0,0
Masoor,Punjab,Hafizabad,2021-22,389,0,233,0
Masoor,Punjab,Hafizabad,2022-23,70,0,23,0
Masoor,Punjab,Sheikhupura,2021-22,19,0,10,0
Masoor,Punjab,Sheikhupura,2022-23,20,0,10,0
Masoor,Punjab,Nankana Sahib,2021-22,221,0,112,0
Masoor,Punjab,Nankana Sahib,2022-23,320,0,166,0
Masoor,Punjab,Lahore,2021-22,6,0,3,0
Masoor,Punjab,Lahore,2022-23,58,0,28,0
Masoor,Punjab,Kasur,2021-22,4536,3,3183,3
Masoor,Punjab,Kasur,2022-23,7741,3,6542,4
Masoor,Punjab,Okara,2021-22,11325,6,10287,9
Masoor,Punjab,Okara,2022-23,16356,7,13791,9
Masoor,Punjab,Sahiwal,2021-22,9313,5,7272,6
Masoor,Punjab,Sahiwal,2022-23,18987,8,13944,9
Masoor,Punjab,Pakpattan,2021-22,8648,5,9727,8
Masoor,Punjab,Pakpattan,2022-23,19534,8,15543,10
Masoor,Punjab,Multan,2021-22,146,0,75,0
Masoor,Punjab,Multan,2022-23,412,0,147,0
Masoor,Punjab,Lodhran,2021-22,689,0,426,0
Masoor,Punjab,Lodhran,2022-23,1045,0,744,1
Masoor,Punjab,Khanewal,2021-22,16865,10,8768,8
Masoor,Punjab,Khanewal,2022-23,26086,11,15290,10
Masoor,Punjab,Vehari,2021-22,5256,3,4323,4
Masoor,Punjab,Vehari,2022-23,14414,6,13920,9
Masoor,Punjab,M. Garh,2021-22,12901,7,8352,7
Masoor,Punjab,M. Garh,2022-23,9619,4,5372,4
Masoor,Punjab,Layyah,2021-22,56704,32,33517,29
Masoor,Punjab,Layyah,2022-23,65878,27,21684,15
Masoor,Punjab,D.G. Khan,2021-22,12320,7,5541,5
Masoor,Punjab,D.G. Khan,2022-23,13494,5,8990,6
Masoor,Punjab,Rajanpur,2021-22,904,1,548,0
Masoor,Punjab,Rajanpur,2022-23,754,0,405,0
Masoor,Punjab,Bahawalpur,2021-22,508,0,229,0
Masoor,Punjab,Bahawalpur,2022-23,705,0,328,0
Masoor,Punjab,Rahimyar Khan,2021-22,355,0,258,0
Masoor,Punjab,Rahimyar Khan,2022-23,597,0,291,0
Masoor,Punjab,Bahawalnagar,2021-22,7510,4,6629,6
Masoor,Punjab,Bahawalnagar,2022-23,15796,6,9962,7
Masoor,Punjab,Total,2021-22,176846,,115800,
Masoor,Punjab,Total,2022-23,245689,,148220,
Masoor,Sindh,Khairpur,2021-22,142,1,65,1
Masoor,Sindh,Khairpur,2022-23,134,2,62,2
Masoor,Sindh,Ghotki,2021-22,67,0,45,1
Masoor,Sindh,Ghotki,2022-23,57,1,38,1
Masoor,Sindh,Sukkur,2021-22,75,1,45,1
Masoor,Sindh,Sukkur,2022-23,77,1,46,2
Masoor,Sindh,N. Feroze,2021-22,4804,34,2161,34
Masoor,Sindh,N. Feroze,2022-23,0,0,0,0
Masoor,Sindh,Shaheed Benazir Abad,2021-22,329,2,177,3
Masoor,Sindh,Shaheed Benazir Abad,2022-23,0,0,0,0
Masoor,Sindh,Jacobabad,2021-22,0,0,0,0
Masoor,Sindh,Jacobabad,2022-23,0,0,0,0
Masoor,Sindh,Kashmore,2021-22,9,0,6,0
Masoor,Sindh,Kashmore,2022-23,10,0,6,0
Masoor,Sindh,Shikarpur,2021-22,58,0,29,0
Masoor,Sindh,Shikarpur,2022-23,58,1,29,1
Masoor,Sindh,Larkana,2021-22,118,1,58,1
Masoor,Sindh,Larkana,2022-23,142,3,69,3
Masoor,Sindh,Kambar Shahdat Kot,2021-22,0,0,0,0
Masoor,Sindh,Kambar Shahdat Kot,2022-23,0,0,0,0
Masoor,Sindh,Sanghar,2021-22,96,1,57,1
Masoor,Sindh,Sanghar,2022-23,103,2,62,2
Masoor,Sindh,Tharparkar,2021-22,4046,29,1608,25
Masoor,Sindh,Tharparkar,2022-23,4475,80,1946,76
Masoor,Sindh,Mirpurkhas,2021-22,169,1,95,2
Masoor,Sindh,Mirpurkhas,2022-23,87,2,49,2
Masoor,Sindh,Umarkot,2021-22,0,0,0,0
Masoor,Sindh,Umarkot,2022-23,150,3,73,3
Masoor,Sindh,Dadu,2021-22,3212,23,1508,24
Masoor,Sindh,Dadu,2022-23,0,0,0,0
Masoor,Sindh,Jamshoro,2021-22,753,5,435,7
Masoor,Sindh,Jamshoro,2022-23,331,6,191,7
Masoor,Sindh,Hyderabad,2021-22,0,0,0,0
Masoor,Sindh,Hyderabad,2022-23,0,0,0,0
Masoor,Sindh,Matiari,2021-22,0,0,0,0
Masoor,Sindh,Matiari,2022-23,0,0,0,0
Masoor,Sindh,Tando Allahyar,2021-22,51,0,24,0
Masoor,Sindh,Tando Allahyar,2022-23,0,0,0,0
Masoor,Sindh,T.M.Khan,2021-22,0,0,0,0
Masoor,Sindh,T.M.Khan,2022-23,0,0,0,0
Masoor,Sindh,Badin,2021-22,0,0,0,0
Masoor,Sindh,Badin,2022-23,0,0,0,0
Masoor,Sindh,Thatta,2021-22,0,0,0,0
Masoor,Sindh,Thatta,2022-23,0,0,0,0
Masoor,Sindh,Karachi,2021-22,0,0,0,0
Masoor,Sindh,Karachi,2022-23,0,0,0,0
Masoor,Sindh,Total,2021-22,13929,,6313,
Masoor,Sindh,Total,2022-23,5624,,2571,
Masoor,Kpk,Bannu,2021-22,0,0,0,0
Masoor,Kpk,Bannu,2022-23,0,0,0 0,
Masoor,Kpk,Lakki Marwat,2021-22,0,0,0,0
Masoor,Kpk,Lakki Marwat,2022-23,0,0,0 0 6 2,
Masoor,Kpk,D.Ikhan,2021-22,96,23,63,27
Masoor,Kpk,D.Ikhan,2022-23,8,2,,
Masoor,Kpk,Tank,2021-22,0,0,0,0
Masoor,Kpk,Tank,2022-23,0,0,0 0,
Masoor,Kpk,Abbottabad,2021-22,0,0,0,0
Masoor,Kpk,Abbottabad,2022-23,0,0,0 0,
Masoor,Kpk,Battagram,2021-22,0,0,0,0
Masoor,Kpk,Battagram,2022-23,0,0,0 0,
Masoor,Kpk,Haripur,2021-22,51,12,34,14
Masoor,Kpk,Haripur,2022-23,54,12,37 12,
Masoor,Kpk,Kohistan,2021-22,0,0,0,0
Masoor,Kpk,Kohistan,2022-23,0,0,0 0,
Masoor,Kpk,Mansehra,2021-22,0,0,0,0
Masoor,Kpk,Mansehra,2022-23,0,0,0 0,
Masoor,Kpk,Kohat,2021-22,168,40,73,31
Masoor,Kpk,Kohat,2022-23,172,38,75 25,
Masoor,Kpk,Karak,2021-22,1,0,0,0
Masoor,Kpk,Karak,2022-23,0,0,0 0,
Masoor,Kpk,Hangu,2021-22,1,0,1,0
Masoor,Kpk,Hangu,2022-23,0,0,0 0,
Masoor,Kpk,Mardan,2021-22,34,8,9,4
Masoor,Kpk,Mardan,2022-23,34,8,9 3,
Masoor,Kpk,Sawabi,2021-22,0,0,0,0
Masoor,Kpk,Sawabi,2022-23,0,0,0 0,
Masoor,Kpk,Bunir,2021-22,0,0,0,0
Masoor,Kpk,Bunir,2022-23,0,0,0 0,
Masoor,Kpk,Chitral,2021-22,0,0,0,0
Masoor,Kpk,Chitral,2022-23,0,0,0 0,
Masoor,Kpk,Malakand,2021-22,55,13,34,14
Masoor,Kpk,Malakand,2022-23,84,19,57 19,
Masoor,Unknown,Peshawar,2021-22,0,0,0,0
Masoor,Unknown,Peshawar,2022-23,0,0,0,0
Masoor,Unknown,Charsada,2021-22,4,1,5,2
Masoor,Unknown,Charsada,2022-23,81,18,101,33
Masoor,Unknown,Nowshera,2021-22,14,3,18,8
Masoor,Unknown,Nowshera,2022-23,14,3,18,6
Masoor,Unknown,Bajour,2021-22,0,0,0,0
Masoor,Unknown,Bajour,2022-23,0,0,0,0
Masoor,Unknown,Khyber,2021-22,0,0,0,0
Masoor,Unknown,Khyber,2022-23,0,0,0,0
Masoor,Unknown,Kurram,2021-22,0,0,0,0
Masoor,Unknown,Kurram,2022-23,0,0,0,0
Masoor,Unknown,Muhmand,2021-22,0,0,0,0
Masoor,Unknown,Muhmand,2022-23,0,0,0,0
Masoor,Unknown,N. Waziristan,2021-22,0,0,0,0
Masoor,Unknown,N. Waziristan,2022-23,0,0,0,0
Masoor,Unknown,S. Waziristan,2021-22,0,0,0,0
Masoor,Unknown,S. Waziristan,2022-23,0,0,0,0
Masoor,Unknown,Oriakzai,2021-22,0,0,0,0
Masoor,Unknown,Oriakzai,2022-23,0,0,0,0
Masoor,Unknown,SD Bannu,2021-22,0,0,0,0
Masoor,Unknown,SD Bannu,2022-23,0,0,0,0
Masoor,Unknown,SD D.I. Khan,2021-22,0,0,0,0
Masoor,Unknown,SD D.I. Khan,2022-23,0,0,0,0
Masoor,Unknown,SD Hassan Khel,2021-22,0,0,0,0
Masoor,Unknown,SD Hassan Khel,2022-23,0,0,0,0
Masoor,Unknown,SD Kohat,2021-22,0,0,0,0
Masoor,Unknown,SD Kohat,2022-23,0,0,0,0
Masoor,Unknown,Total,2021-22,424,,237,
Masoor,Unknown,Total,2022-23,447,,303,
Masoor,Balochistan,Quetta,2021-22,0,0,0,0
Masoor,Balochistan,Quetta,2022-23,0,0,0,0
Masoor,Balochistan,Pishin,2021-22,0,0,0,0
Masoor,Balochistan,Pishin,2022-23,0,0,0,0
Masoor,Balochistan,K. Abdullah,2021-22,0,0,0,0
Masoor,Balochistan,K. Abdullah,2022-23,0,0,0,0
Masoor,Balochistan,Chagai,2021-22,0,0,0,0
Masoor,Balochistan,Chagai,2022-23,0,0,0,0
Masoor,Balochistan,Nushki,2021-22,0,0,0,0
Masoor,Balochistan,Nushki,2022-23,0,0,0,0
Masoor,Balochistan,Loralai,2021-22,0,0,0,0
Masoor,Balochistan,Loralai,2022-23,0,0,0,0
Masoor,Balochistan,Musa Khail,2021-22,0,0,0,0
Masoor,Balochistan,Musa Khail,2022-23,0,0,0,0
Masoor,Balochistan,Barkhan,2021-22,396,5,219,4
Masoor,Balochistan,Barkhan,2022-23,134,2,74,6
Masoor,Balochistan,Zhob,2021-22,0,0,0,0
Masoor,Balochistan,Zhob,2022-23,0,0,0,0
Masoor,Balochistan,Sherani,2021-22,0,0,0,0
Masoor,Balochistan,Sherani,2022-23,0,0,0,0
Masoor,Balochistan,Killa Saifullah,2021-22,0,0,0,0
Masoor,Balochistan,Killa Saifullah,2022-23,0,0,0,0
Masoor,Balochistan,Sibi,2021-22,189,2,175,3
Masoor,Balochistan,Sibi,2022-23,223,3,107,9
Masoor,Balochistan,Harnai,2021-22,39,0,37,1
Masoor,Balochistan,Harnai,2022-23,40,0,36,3
Masoor,Balochistan,Ziarat,2021-22,0,0,0,0
Masoor,Balochistan,Ziarat,2022-23,0,0,0,0
Masoor,Balochistan,Kohlu,2021-22,7,0,5,0
Masoor,Balochistan,Kohlu,2022-23,5,0,4,0
Masoor,Balochistan,Dera Bughti,2021-22,581,7,359,6
Masoor,Balochistan,Dera Bughti,2022-23,583,7,322,26
Masoor,Balochistan,Nasirabad,2021-22,580,7,375,7
Masoor,Balochistan,Nasirabad,2022-23,585,7,23,2
Masoor,Balochistan,Jaffarabad,2021-22,8,0,7,0
Masoor,Balochistan,Jaffarabad,2022-23,145,2,131,11
Masoor,Balochistan,Kachhi,2021-22,97,1,71,1
Masoor,Balochistan,Kachhi,2022-23,100,1,73,6
Masoor,Balochistan,Bolan,2021-22,0,0,0,0
Masoor,Balochistan,Bolan,2022-23,5785,71,398,32
Masoor,Balochistan,Jhal Magsi,2021-22,6285,72,4208,74
Masoor,Balochistan,Jhal Magsi,2022-23,0,0,0,0
Masoor,Balochistan,Kalat,2021-22,0,0,0,0
Masoor,Balochistan,Kalat,2022-23,0,0,0,0
Masoor,Balochistan,Mastung,2021-22,0,0,0,0
Masoor,Balochistan,Mastung,2022-23,0,0,0,0
Masoor,Balochistan,Khuzdar,2021-22,0,0,0,0
Masoor,Balochistan,Khuzdar,2022-23,0,0,0,0
Masoor,Balochistan,Awaran,2021-22,0,0,0,0
Masoor,Balochistan,Awaran,2022-23,0,0,0,0
Masoor,Balochistan,Kharan,2021-22,0,0,0,0
Masoor,Balochistan,Kharan,2022-23,0,0,0,0
Masoor,Balochistan,Washuk,2021-22,5,0,4,0
Masoor,Balochistan,Washuk,2022-23,7,0,6,0
Masoor,Balochistan,Lasbela,2021-22,505,6,265,5
Masoor,Balochistan,Lasbela,2022-23,550,7,73,6
Masoor,Balochistan,Turbat,2021-22,0,0,0,0
Masoor,Balochistan,Turbat,2022-23,0,0,0,0
Masoor,Balochistan,Panjgoor,2021-22,0,0,0,0
Masoor,Balochistan,Panjgoor,2022-23,0,0,0,0
Masoor,Balochistan,Gwadar,2021-22,0,0,0,0
Masoor,Balochistan,Gwadar,2022-23,0,0,0,0
Masoor,Balochistan,Total,2021-22,8692,,5725,
Masoor,Balochistan,Total,2022-23,8157,,1247,
Gram,Balochistan,Quetta,2021-22,0,,0,
Gram,Balochistan,Quetta,2022-23,,0,,0
Gram,Balochistan,Pishin,2021-22,174,,460,
Gram,Balochistan,Pishin,2022-23,,174,,602
Gram,Balochistan,K. Abdullah,2021-22,28,,48,
Gram,Balochistan,K. Abdullah,2022-23,,28,,48
Gram,Balochistan,Chagai,2021-22,0,,0,
Gram,Balochistan,Chagai,2022-23,,0,,0
Gram,Balochistan,Loralai,2021-22,3681,,8313,
Gram,Balochistan,Loralai,2022-23,,3074,,6747
Gram,Balochistan,Musa Khail,2021-22,65,,38,
Gram,Balochistan,Musa Khail,2022-23,,60,,30
Gram,Balochistan,Barkhan,2021-22,534,,883,
Gram,Balochistan,Barkhan,2022-23,,586,,1509
Gram,Balochistan,Zhob,2021-22,2201,,4699,
Gram,Balochistan,Zhob,2022-23,,2196,,4684
Gram,Balochistan,Killa Saifullah,2021-22,746,,1200,
Gram,Balochistan,Killa Saifullah,2022-23,,750,,1757
Gram,Balochistan,Sibi,2021-22,0,,0,
Gram,Balochistan,Sibi,2022-23,,0,,0
Gram,Balochistan,Ziarat,2021-22,265,,287,
Gram,Balochistan,Ziarat,2022-23,,266,,304
Gram,Balochistan,Kohlu,2021-22,82,,129,
Gram,Balochistan,Kohlu,2022-23,,84,,173
Gram,Balochistan,Dera Bughti,2021-22,0,,0,
Gram,Balochistan,Dera Bughti,2022-23,,0,,0
Gram,Balochistan,Nasirabad,2021-22,0,,0,
Gram,Balochistan,Nasirabad,2022-23,,0,,0
Gram,Balochistan,Jaffarabad,2021-22,0,,0,
Gram,Balochistan,Jaffarabad,2022-23,,0,,0
Gram,Balochistan,Bolan,2021-22,0,,0,
Gram,Balochistan,Bolan,2022-23,,0,,0
Gram,Balochistan,Jhal Magsi,2021-22,0,,0,
Gram,Balochistan,Jhal Magsi,2022-23,,0,,0
Gram,Balochistan,Kalat,2021-22,0,,0,
Gram,Balochistan,Kalat,2022-23,,0,,0
Gram,Balochistan,Mastung,2021-22,27,,83,
Gram,Balochistan,Mastung,2022-23,,26,,79
Gram,Balochistan,Khuzdar,2021-22,303,,923,
Gram,Balochistan,Khuzdar,2022-23,,307,,682
Gram,Balochistan,Awaran,2021-22,0,,0,
Gram,Balochistan,Awaran,2022-23,,0,,0
Gram,Balochistan,Kharan,2021-22,0,,0,
Gram,Balochistan,Kharan,2022-23,,0,,0
Gram,Balochistan,Lasbela,2021-22,0,,0,
Gram,Balochistan,Lasbela,2022-23,,0,,0
Gram,Balochistan,Turbat,2021-22,0,,0,
Gram,Balochistan,Turbat,2022-23,,0,,0
Gram,Balochistan,Panjgoor,2021-22,9,,12,
Gram,Balochistan,Panjgoor,2022-23,,10,,11
Gram,Balochistan,Gwadar,2021-22,0,,0,
Gram,Balochistan,Gwadar,2022-23,,0,,0
Gram,Balochistan,Naushki,2021-22,0,,0,
Gram,Balochistan,Naushki,2022-23,,0,,0
Gram,Balochistan,Harnai,2021-22,0,,0,
Gram,Balochistan,Harnai,2022-23,,0,,0
Gram,Balochistan,Kachhi,2021-22,0,,0,
Gram,Balochistan,Kachhi,2022-23,,0,,0
Gram,Balochistan,Washuk,2021-22,0,,0,
Gram,Balochistan,Washuk,2022-23,,0,,0
Gram,Balochistan,Total,2021-22,8169,,17225,
Gram,Balochistan,Total,2022-23,,7612,,16770
